"","uniqueLoc","lon","lat","type","loctype","address","north","south","east","west","locality","administrative_area_level_1","country","street_number","route"
"1531","San Saba, Texas",-94.686315,30.577149,"locality","rooftop","San Saba, Texas",30.578149,30.576149,-94.685315,-94.687315,"Livingston","TX","United States",NA,NA
"1532","Shackelford, Texas",-99.35407,32.73597,"null","approximate","Shackelford, Texas",32.9556732178,32.599105835,-99.1095504761,-99.5211105347,NA,NA,"USA",NA,NA
"1533","Shelby, Texas",-96.598306,30.021611,"locality","rooftop","Shelby, Texas",30.022611,30.020611,-96.597306,-96.599306,"Fayetteville","TX","United States",NA,NA
"1534","Smith, Texas",-95.26918,32.37504,"null","approximate","Smith, Texas",32.5765533447,32.1187973022,-94.9649581909,-95.5979232788,NA,NA,"USA",NA,NA
"1535","Starr, Texas",-99.427228,31.843236,"street_address","rooftop","Starr, Texas",31.844236,31.842236,-99.426228,-99.428228,"Coleman","TX","United States","501","Story St"
"1536","Stephens, Texas",-98.83617,32.73586,"null","approximate","Stephens, Texas",32.9395370483,32.5374069214,-98.5496520996,-99.0939331055,NA,NA,"USA",NA,NA
"1537","Tarrant, Texas",-97.086029,32.860285,"locality","rooftop","Tarrant, Texas",32.861285,32.859285,-97.085029,-97.087029,"Euless","TX","United States",NA,NA
"1538","Taylor, Texas",-97.933708,32.400038,"locality","rooftop","Taylor, Texas",32.401038,32.399038,-97.932708,-97.934708,"Tolar","TX","United States",NA,NA
"1539","Terry, Texas",-95.62765,33.127083,"street_address","rooftop","Terry, Texas",33.128083,33.126083,-95.62665,-95.62865,"Sulphur Springs","TX","United States","1201","Terry Ln"
"1540","Titus, Texas",-94.96567,33.2166,"null","approximate","Titus, Texas",33.2757225037,33.0381240845,-94.8574676514,-95.1684875488,NA,NA,"USA",NA,NA
"1541","Tom Green, Texas",-97.464265,28.987397,"street_address","rooftop","Tom Green, Texas",28.988397,28.986397,-97.463265,-97.465265,"Yorktown","TX","United States","701","Tamm Rd"
"1542","Travis, Texas",-97.002768,31.135459,"locality","rooftop","Travis, Texas",31.136459,31.134459,-97.001768,-97.003768,"Lott","TX","United States",NA,NA
"1543","Trinity, Texas",-97.086029,32.860285,"locality","rooftop","Trinity, Texas",32.861285,32.859285,-97.085029,-97.087029,"Euless","TX","United States",NA,NA
"1544","Tyler, Texas",-95.302223,32.321937,"locality","rooftop","Tyler, Texas",32.322937,32.320937,-95.301223,-95.303223,"Tyler","TX","United States",NA,NA
"1545","Upshur, Texas",-94.94148,32.73628,"null","approximate","Upshur, Texas",32.9123077393,32.5169487,-94.7030029297,-95.1995544434,NA,NA,"USA",NA,NA
"1546","Upton, Texas",-97.264157,30.011332,"locality","rooftop","Upton, Texas",30.012332,30.010332,-97.263157,-97.265157,"Smithville","TX","United States",NA,NA
"1547","Uvalde, Texas",-99.727018,29.240446,"locality","rooftop","Uvalde, Texas",29.241446,29.239446,-99.726018,-99.728018,"Uvalde","TX","United States",NA,NA
"1548","Val Verde, Texas",-98.399458,29.049969,"locality","rooftop","Val Verde, Texas",29.050969,29.048969,-98.398458,-98.400458,"Pleasanton","TX","United States",NA,NA
"1549","Van Zandt, Texas",-95.328722,32.367173,"street_address","rooftop","Van Zandt, Texas",32.368173,32.366173,-95.327722,-95.329722,"Tyler","TX","United States","2501","Van St"
"1550","Victoria, Texas",-96.984711,28.804947,"locality","rooftop","Victoria, Texas",28.805947,28.803947,-96.983711,-96.985711,"Victoria","TX","United States",NA,NA
"1551","Walker, Texas",-95.57228,30.73905,"null","approximate","Walker, Texas",30.8921890259,30.5130634308,-95.3291320801,-95.8401107788,NA,NA,"USA",NA,NA
"1552","Waller, Texas",-100.224203,35.394891,"locality","rooftop","Waller, Texas",35.395891,35.393891,-100.223203,-100.225203,"Wheeler","TX","United States",NA,NA
"1553","Ward, Texas",-96.902035,30.070244,"locality","rooftop","Ward, Texas",30.071244,30.069244,-96.901035,-96.903035,"Warda","TX","United States",NA,NA
"1554","Washington, Texas",-96.211265,30.298367,"locality","rooftop","Washington, Texas",30.299367,30.297367,-96.210265,-96.212265,"Washington","TX","United States",NA,NA
"1555","Webb, Texas",-97.080239,32.722844,"locality","rooftop","Webb, Texas",32.723844,32.721844,-97.079239,-97.081239,"Arlington","TX","United States",NA,NA
"1556","Wharton, Texas",-96.091123,29.323344,"locality","rooftop","Wharton, Texas",29.324344,29.322344,-96.090123,-96.092123,"Wharton","TX","United States",NA,NA
"1557","Wichita, Texas",-98.70361,33.98798,"null","approximate","Wichita, Texas",34.1890830994,33.8305015564,-98.4325180054,-98.9733810425,NA,NA,"USA",NA,NA
"1558","Wilbarger, Texas",-99.24108,34.08072,"null","approximate","Wilbarger, Texas",34.3918952942,33.8352546692,-98.964263916,-99.4623184204,NA,NA,"USA",NA,NA
"1559","Williamson, Texas",-97.60076,30.64804,"null","approximate","Williamson, Texas",30.8816013336,30.2898197174,-97.1878051758,-98.0149536133,NA,NA,"USA",NA,NA
"1560","Wilson, Texas",-101.725673,33.318712,"locality","rooftop","Wilson, Texas",33.319712,33.317712,-101.724673,-101.726673,"Wilson","TX","United States",NA,NA
"1561","Winkler, Texas",-96.208862,31.938216,"locality","rooftop","Winkler, Texas",31.939216,31.937216,-96.207862,-96.209862,"Streetman","TX","United States",NA,NA
"1562","Wise, Texas",-97.65445,33.2159,"null","approximate","Wise, Texas",33.4252128601,32.9862747192,-97.3768920898,-97.9248428345,NA,NA,"USA",NA,NA
"1563","Wood, Texas",-98.014561,32.962769,"street_address","rooftop","Wood, Texas",32.963769,32.961769,-98.013561,-98.015561,"Whitt","TX","United States","101","Whitt Cir"
"1564","Beaver, Utah",-112.64105,38.27691,"locality","rooftop","Beaver, Utah",38.27791,38.27591,-112.64005,-112.64205,"Beaver","UT","United States",NA,NA
"1565","Carbon, Utah",-110.58898,39.64817,"null","approximate","Carbon, Utah",39.8161354065,39.4453735352,-109.939414978,-111.266014099,NA,NA,"USA",NA,NA
"1566","Davis, Utah",-112.11124,40.99061,"null","approximate","Davis, Utah",41.16223526,40.737991333,-111.774902344,-112.559051514,NA,NA,"USA",NA,NA
"1567","Grand, Utah",-111.990848,41.041425,"street_address","rooftop","Grand, Utah",41.042425,41.040425,-111.989848,-111.991848,"Layton","UT","United States","1200","Granite Dr"
"1568","Iron, Utah",-113.28927,37.85917,"null","approximate","Iron, Utah",38.1367149353,37.256565094,-112.479011536,-114.055595398,NA,NA,"USA",NA,NA
"1569","Salt Lake, Utah",-111.869687,40.705141,"street_address","rooftop","Salt Lake, Utah",40.706141,40.704141,-111.868687,-111.870687,"Salt Lake City","UT","United States","3001","S Lake Cir"
"1570","Sevier, Utah",-112.310757,38.578516,"locality","rooftop","Sevier, Utah",38.579516,38.577516,-112.309757,-112.311757,"Sevier","UT","United States",NA,NA
"1571","Tooele, Utah",-112.29828,40.53078,"locality","rooftop","Tooele, Utah",40.53178,40.52978,-112.29728,-112.29928,"Tooele","UT","United States",NA,NA
"1572","Uintah, Utah",-111.906345,41.194538,"locality","rooftop","Uintah, Utah",41.195538,41.193538,-111.905345,-111.907345,"Ogden","UT","United States",NA,NA
"1573","Washington, Utah",-111.976608,41.172722,"locality","rooftop","Washington, Utah",41.173722,41.171722,-111.975608,-111.977608,"Ogden","UT","United States",NA,NA
"1574","Weber, Utah",-111.91327,41.26988,"null","approximate","Weber, Utah",41.4318199158,41.1029624939,-111.503677368,-112.435455322,NA,NA,"USA",NA,NA
"1575","Accomack, Virginia",-75.75656,37.76494,"null","approximate","Accomack, Virginia",38.0279922485,37.4549827576,-75.2455291748,-76.014831543,NA,NA,"USA",NA,NA
"1576","Albemarle, Virginia",-78.55654,38.02289,"null","approximate","Albemarle, Virginia",38.2753677368,37.7195243835,-78.2546691895,-78.826385498,NA,NA,"USA",NA,NA
"1577","Alleghany, Virginia",-80.24035,37.74734,"locality","approximate","Alleghany, Virginia",NA,NA,NA,NA,"Alleghany, VA, US",NA,"USA",NA,NA
"1578","Amelia, Virginia",-77.97614,37.33603,"null","approximate","Amelia, Virginia",37.4873085022,37.1760597229,-77.7256240845,-78.228302002,NA,NA,"USA",NA,NA
"1579","Amherst, Virginia",-79.108441,37.59162,"locality","rooftop","Amherst, Virginia",37.59262,37.59062,-79.107441,-79.109441,"Amherst","VA","United States",NA,NA
"1580","Appomattox, Virginia",-78.82529,37.35709,"locality","approximate","Appomattox, Virginia",37.3917160034,37.3249855041,-78.7830200195,-78.8612365723,"Appomattox, VA, US",NA,"USA",NA,NA
"1581","Arlington, Virginia",-77.294978,37.283482,"locality","rooftop","Arlington, Virginia",37.284482,37.282482,-77.293978,-77.295978,"Hopewell","VA","United States",NA,NA
"1582","Augusta, Virginia",-79.13383,38.16452,"null","approximate","Augusta, Virginia",38.4253501892,37.8548851013,-78.7455368042,-79.4064331055,NA,NA,"USA",NA,NA
"1583","Bath, Virginia",-77.192763,38.783924,"street_address","rooftop","Bath, Virginia",38.784924,38.782924,-77.191763,-77.193763,"Springfield","VA","United States","7201","Bath St"
"1584","Bedford, Virginia",-79.522585,37.336027,"locality","rooftop","Bedford, Virginia",37.337027,37.335027,-79.521585,-79.523585,"Bedford","VA","United States",NA,NA
"1585","Bland, Virginia",-81.15842,37.127348,"locality","rooftop","Bland, Virginia",37.128348,37.126348,-81.15742,-81.15942,"Bland","VA","United States",NA,NA
"1586","Botetourt, Virginia",-79.81233,37.55712,"null","approximate","Botetourt, Virginia",37.8005599976,37.330165863,-79.5011672974,-80.0741500854,NA,NA,"USA",NA,NA
"1587","Brunswick, Virginia",-77.870546,36.647647,"locality","rooftop","Brunswick, Virginia",36.648647,36.646647,-77.869546,-77.871546,"Lawrenceville","VA","United States",NA,NA
"1588","Buchanan, Virginia",-79.712321,37.547903,"locality","rooftop","Buchanan, Virginia",37.548903,37.546903,-79.711321,-79.713321,"Buchanan","VA","United States",NA,NA
"1589","Buckingham, Virginia",-77.10665,38.87345,"locality","approximate","Buckingham, Virginia",38.8790893555,38.8676643372,-77.1010513306,-77.1147766113,"Buckingham, VA, US",NA,"USA",NA,NA
"1590","Campbell, Virginia",-78.302229,38.031806,"locality","rooftop","Campbell, Virginia",38.032806,38.030806,-78.301229,-78.303229,"Keswick","VA","United States",NA,NA
"1591","Carroll, Virginia",-80.7339,36.73154,"null","approximate","Carroll, Virginia",36.8715858459,36.5456733704,-80.4308624268,-80.9630279541,NA,NA,"USA",NA,NA
"1592","Charlotte, Virginia",-78.66164,37.01161,"null","approximate","Charlotte, Virginia",37.1980667114,36.7531890869,-78.4477005005,-78.9109115601,NA,NA,"USA",NA,NA
"1593","Chesterfield, Virginia",-77.605362,37.392683,"locality","rooftop","Chesterfield, Virginia",37.393683,37.391683,-77.604362,-77.606362,"Chesterfield","VA","United States",NA,NA
"1594","Culpeper, Virginia",-77.9928,38.511694,"locality","rooftop","Culpeper, Virginia",38.512694,38.510694,-77.9918,-77.9938,"Culpeper","VA","United States",NA,NA
"1595","Cumberland, Virginia",-81.03592,37.161786,"locality","rooftop","Cumberland, Virginia",37.162786,37.160786,-81.03492,-81.03692,"Bland","VA","United States",NA,NA
"1596","Dickenson, Virginia",-82.35035,37.12574,"null","approximate","Dickenson, Virginia",37.3054656982,37.027721405,-82.1738967896,-82.4903488159,NA,NA,"USA",NA,NA
"1597","Dinwiddie, Virginia",-77.601563,37.079304,"locality","rooftop","Dinwiddie, Virginia",37.080304,37.078304,-77.600563,-77.602563,"Dinwiddie","VA","United States",NA,NA
"1598","Essex, Virginia",-76.9409,37.93906,"null","approximate","Essex, Virginia",38.0986824036,37.7433509827,-76.6931838989,-77.0823974609,NA,NA,"USA",NA,NA
"1599","Fairfax, Virginia",-77.27622,38.83469,"null","approximate","Fairfax, Virginia",39.0514831543,38.6168708801,-77.0236740112,-77.5208358765,NA,NA,"USA",NA,NA
"1600","Fauquier, Virginia",-77.80927,38.73855,"null","approximate","Fauquier, Virginia",39.0266952515,38.4114341736,-77.5473098755,-78.0722808838,NA,NA,"USA",NA,NA
"1601","Fluvanna, Virginia",-78.27745,37.84187,"null","approximate","Fluvanna, Virginia",38.0048179626,37.7053489685,-78.163520813,-78.4588623047,NA,NA,"USA",NA,NA
"1602","Franklin, Virginia",-76.942233,36.682635,"locality","rooftop","Franklin, Virginia",36.683635,36.681635,-76.941233,-76.943233,"Franklin","VA","United States",NA,NA
"1603","Frederick, Virginia",-77.45694,38.297442,"street_address","rooftop","Frederick, Virginia",38.298442,38.296442,-77.45594,-77.45794,"Fredericksburg","VA","United States","200","Frederick St"
"1604","Gloucester, Virginia",-76.49689,37.25403,"locality","rooftop","Gloucester, Virginia",37.25503,37.25303,-76.49589,-76.49789,"Gloucester Point","VA","United States",NA,NA
"1605","Greene, Virginia",-78.46688,38.2976,"null","approximate","Greene, Virginia",38.4734802246,38.1906394959,-78.3329238892,-78.7572097778,NA,NA,"USA",NA,NA
"1606","Greensville, Virginia",-77.55958,36.67586,"null","approximate","Greensville, Virginia",36.8879623413,36.5366744995,-77.4322738647,-77.6561737061,NA,NA,"USA",NA,NA
"1607","Emporia, Virginia",-77.535517,36.694745,"locality","rooftop","Emporia, Virginia",36.695745,36.693745,-77.534517,-77.536517,"Emporia","VA","United States",NA,NA
"1608","Halifax, Virginia",-78.93662,36.76695,"null","approximate","Halifax, Virginia",37.027053833,36.5228805542,-78.6644287109,-79.2177581787,NA,NA,"USA",NA,NA
"1609","Hanover, Virginia",-77.37026,37.76653,"locality","rooftop","Hanover, Virginia",37.76753,37.76553,-77.36926,-77.37126,"Hanover","VA","United States",NA,NA
"1610","Henrico, Virginia",-77.29646,37.45771,"null","approximate","Henrico, Virginia",37.7199134827,37.3588676453,-77.1801986694,-77.6524810791,NA,NA,"USA",NA,NA
"1611","Henry, Virginia",-79.99171,36.8293,"locality","rooftop","Henry, Virginia",36.8303,36.8283,-79.99071,-79.99271,"Henry","VA","United States",NA,NA
"1612","Isle of Wight, Virginia",-76.687745,36.898915,"locality","rooftop","Isle of Wight, Virginia",36.899915,36.897915,-76.686745,-76.688745,"Isle of Wight","VA","United States",NA,NA
"1613","James City, Virginia",-76.77376,37.31332,"null","approximate","James City, Virginia",37.4268875122,37.1919784546,-76.5674972534,-76.905670166,NA,NA,"USA",NA,NA
"1614","King George, Virginia",-77.17225,38.277209,"locality","rooftop","King George, Virginia",38.278209,38.276209,-77.17125,-77.17325,"King George","VA","United States",NA,NA
"1615","Lee, Virginia",-77.816385,37.611536,"locality","rooftop","Lee, Virginia",37.612536,37.610536,-77.815385,-77.817385,"Crozier","VA","United States",NA,NA
"1616","Loudoun, Virginia",-78.165413,39.184643,"street_address","rooftop","Loudoun, Virginia",39.185643,39.183643,-78.164413,-78.166413,"Winchester","VA","United States","1","N Loudoun St"
"1617","Louisa, Virginia",-77.967416,37.998422,"locality","rooftop","Louisa, Virginia",37.999422,37.997422,-77.966416,-77.968416,"Louisa","VA","United States",NA,NA
"1618","Madison, Virginia",-78.297605,38.369952,"locality","rooftop","Madison, Virginia",38.370952,38.368952,-78.296605,-78.298605,"Madison","VA","United States",NA,NA
"1619","Mathews, Virginia",-76.294103,37.410286,"locality","rooftop","Mathews, Virginia",37.411286,37.409286,-76.293103,-76.295103,"Mathews","VA","United States",NA,NA
"1620","Mecklenburg, Virginia",-78.36273,36.68036,"null","approximate","Mecklenburg, Virginia",36.8576965332,36.5229377747,-78.0561447144,-78.7076721191,NA,NA,"USA",NA,NA
"1621","Montgomery, Virginia",-80.318935,37.15652,"locality","rooftop","Montgomery, Virginia",37.15752,37.15552,-80.317935,-80.319935,"Montgomery","VA","United States",NA,NA
"1622","Northampton, Virginia",-77.389581,37.196584,"street_address","rooftop","Northampton, Virginia",37.197584,37.195584,-77.388581,-77.390581,"Petersburg","VA","United States","701","Northampton Rd"
"1623","Northumberland, Virginia",-76.37952,37.85466,"null","approximate","Northumberland, Virginia",38.0307846069,37.6922836304,-76.1682128906,-76.6087799072,NA,NA,"USA",NA,NA
"1624","Nottoway, Virginia",-78.057832,37.116094,"locality","rooftop","Nottoway, Virginia",37.117094,37.115094,-78.056832,-78.058832,"Nottoway","VA","United States",NA,NA
"1625","Orange, Virginia",-78.046093,38.219183,"locality","rooftop","Orange, Virginia",38.220183,38.218183,-78.045093,-78.047093,"Orange","VA","United States",NA,NA
"1626","Patrick, Virginia",-80.28435,36.67833,"null","approximate","Patrick, Virginia",36.8563423157,36.5243873596,-80.0644989014,-80.5529403687,NA,NA,"USA",NA,NA
"1627","Pittsylvania, Virginia",-79.39711,36.82133,"null","approximate","Pittsylvania, Virginia",37.1100234985,36.5321235657,-79.1394958496,-79.6795959473,NA,NA,"USA",NA,NA
"1628","Prince Edward, Virginia",-77.45787,38.294807,"street_address","rooftop","Prince Edward, Virginia",38.295807,38.293807,-77.45687,-77.45887,"Fredericksburg","VA","United States","201","Prince Edward St"
"1629","Manassas, Virginia",-77.487162,38.744685,"locality","rooftop","Manassas, Virginia",38.745685,38.743685,-77.486162,-77.488162,"Manassas","VA","United States",NA,NA
"1630","Prince William, Virginia",-77.47766,38.70167,"null","approximate","Prince William, Virginia",38.9356956482,38.4799995422,-77.1922607422,-77.7281646729,NA,NA,"USA",NA,NA
"1631","Pulaski, Virginia",-80.771241,37.064714,"locality","rooftop","Pulaski, Virginia",37.065714,37.063714,-80.770241,-80.772241,"Pulaski","VA","United States",NA,NA
"1632","Rappahannock, Virginia",-76.388712,37.650349,"street_address","rooftop","Rappahannock, Virginia",37.651349,37.649349,-76.387712,-76.389712,"White Stone","VA","United States","300","Rappahannock Dr"
"1633","Roanoke, Virginia",-79.95786,37.274175,"locality","rooftop","Roanoke, Virginia",37.275175,37.273175,-79.95686,-79.95886,"Roanoke","VA","United States",NA,NA
"1634","Salem, Virginia",-78.078888,38.517347,"locality","rooftop","Salem, Virginia",38.518347,38.516347,-78.077888,-78.079888,"Culpeper","VA","United States",NA,NA
"1635","Rockbridge, Virginia",-79.44758,37.81461,"null","approximate","Rockbridge, Virginia",38.0511856079,37.5311012268,-79.1114120483,-79.6618652344,NA,NA,"USA",NA,NA
"1636","Rockingham, Virginia",-78.87576,38.51213,"null","approximate","Rockingham, Virginia",38.7974472046,38.2166023254,-78.5246963501,-79.1783828735,NA,NA,"USA",NA,NA
"1637","Russell, Virginia",-81.997072,37.082611,"locality","rooftop","Russell, Virginia",37.083611,37.081611,-81.996072,-81.998072,"Honaker","VA","United States",NA,NA
"1638","Smyth, Virginia",-81.53702,36.84388,"null","approximate","Smyth, Virginia",36.9828071594,36.6344718933,-81.2798995972,-81.8251419067,NA,NA,"USA",NA,NA
"1639","Spotsylvania, Virginia",-77.58915,38.20096,"locality","rooftop","Spotsylvania, Virginia",38.20196,38.19996,-77.58815,-77.59015,"Spotsylvania","VA","United States",NA,NA
"1640","Stafford, Virginia",-77.4354,38.438958,"locality","rooftop","Stafford, Virginia",38.439958,38.437958,-77.4344,-77.4364,"Stafford","VA","United States",NA,NA
"1641","Tazewell, Virginia",-81.51955,37.11484,"locality","rooftop","Tazewell, Virginia",37.11584,37.11384,-81.51855,-81.52055,"Tazewell","VA","United States",NA,NA
"1642","Warren, Virginia",-78.557789,37.765976,"locality","rooftop","Warren, Virginia",37.766976,37.764976,-78.556789,-78.558789,"Scottsville","VA","United States",NA,NA
"1643","Washington, Virginia",-77.564148,36.684872,"locality","rooftop","Washington, Virginia",36.685872,36.683872,-77.563148,-77.565148,"Emporia","VA","United States",NA,NA
"1644","Westmoreland, Virginia",-76.558845,38.064296,"locality","rooftop","Westmoreland, Virginia",38.065296,38.063296,-76.557845,-76.559845,"Sandy Point","VA","United States",NA,NA
"1645","Wise, Virginia",-82.570697,37.002843,"locality","rooftop","Wise, Virginia",37.003843,37.001843,-82.569697,-82.571697,"Wise","VA","United States",NA,NA
"1646","Wythe, Virginia",-76.377723,37.003203,"locality","rooftop","Wythe, Virginia",37.004203,37.002203,-76.376723,-76.378723,"Hampton","VA","United States",NA,NA
"1647","York, Virginia",-76.29052,37.23476,"null","approximate","York, Virginia",37.3701553345,37.0849990845,-76.3522338867,-76.7449951172,NA,NA,"USA",NA,NA
"1648","Poquoson, Virginia",-76.365419,37.132326,"locality","rooftop","Poquoson, Virginia",37.133326,37.131326,-76.364419,-76.366419,"Poquoson","VA","United States",NA,NA
"1649","Alexandria, Virginia",-77.04692,38.80484,"locality","approximate","Alexandria, Virginia",38.8819465637,38.6791305542,-77.0166702271,-77.2057876587,"Alexandria, VA, US",NA,"USA",NA,NA
"1650","Bristol, Virginia",-82.176238,36.613815,"locality","rooftop","Bristol, Virginia",36.614815,36.612815,-82.175238,-82.177238,"Bristol","VA","United States",NA,NA
"1651","Buena Vista, Virginia",-76.508402,37.418242,"locality","rooftop","Buena Vista, Virginia",37.419242,37.417242,-76.507402,-76.509402,"Bena","VA","United States",NA,NA
"1652","Charlottesville, Virginia",-78.556765,38.087663,"locality","rooftop","Charlottesville, Virginia",38.088663,38.086663,-78.555765,-78.557765,"Charlottesville","VA","United States",NA,NA
"1653","Chesapeake, Virginia",-76.218759,36.749991,"locality","rooftop","Chesapeake, Virginia",36.750991,36.748991,-76.217759,-76.219759,"Chesapeake","VA","United States",NA,NA
"1654","Colonial Heights, Virginia",-77.396989,37.26219,"locality","rooftop","Colonial Heights, Virginia",37.26319,37.26119,-77.395989,-77.397989,"Colonial Heights","VA","United States",NA,NA
"1655","Danville, Virginia",-79.376228,36.603501,"locality","rooftop","Danville, Virginia",36.604501,36.602501,-79.375228,-79.377228,"Danville","VA","United States",NA,NA
"1656","Falls Church, Virginia",-78.324997,36.605976,"locality","rooftop","Falls Church, Virginia",36.606976,36.604976,-78.323997,-78.325997,"Boydton","VA","United States",NA,NA
"1657","Fredericksburg, Virginia",-77.483689,38.295135,"locality","rooftop","Fredericksburg, Virginia",38.296135,38.294135,-77.482689,-77.484689,"Fredericksburg","VA","United States",NA,NA
"1658","Hampton, Virginia",-76.38992,37.072658,"locality","rooftop","Hampton, Virginia",37.073658,37.071658,-76.38892,-76.39092,"Hampton","VA","United States",NA,NA
"1659","Hopewell, Virginia",-77.296596,37.286676,"locality","rooftop","Hopewell, Virginia",37.287676,37.285676,-77.295596,-77.297596,"Hopewell","VA","United States",NA,NA
"1660","Lynchburg, Virginia",-79.141653,37.359607,"locality","rooftop","Lynchburg, Virginia",37.360607,37.358607,-79.140653,-79.142653,"Lynchburg","VA","United States",NA,NA
"1661","Martinsville, Virginia",-79.86626,36.681298,"locality","rooftop","Martinsville, Virginia",36.682298,36.680298,-79.86526,-79.86726,"Martinsville","VA","United States",NA,NA
"1662","Newport News, Virginia",-76.463471,37.058296,"locality","rooftop","Newport News, Virginia",37.059296,37.057296,-76.462471,-76.464471,"Newport News","VA","United States",NA,NA
"1663","Norfolk, Virginia",-76.208521,36.895911,"locality","rooftop","Norfolk, Virginia",36.896911,36.894911,-76.207521,-76.209521,"Norfolk","VA","United States",NA,NA
"1664","Petersburg, Virginia",-77.335396,37.235551,"locality","rooftop","Petersburg, Virginia",37.236551,37.234551,-77.334396,-77.336396,"Petersburg","VA","United States",NA,NA
"1665","Portsmouth, Virginia",-76.367715,36.811498,"locality","rooftop","Portsmouth, Virginia",36.812498,36.810498,-76.366715,-76.368715,"Portsmouth","VA","United States",NA,NA
"1666","Richmond, Virginia",-77.574165,37.586772,"locality","rooftop","Richmond, Virginia",37.587772,37.585772,-77.573165,-77.575165,"Tuckahoe","VA","United States",NA,NA
"1667","Suffolk, Virginia",-76.553061,36.874916,"locality","rooftop","Suffolk, Virginia",36.875916,36.873916,-76.552061,-76.554061,"Suffolk","VA","United States",NA,NA
"1668","Virginia Beach, Virginia",-76.12036,36.844004,"locality","rooftop","Virginia Beach, Virginia",36.845004,36.843004,-76.11936,-76.12136,"Virginia Beach","VA","United States",NA,NA
"1669","Waynesboro, Virginia",-78.903445,38.065794,"locality","rooftop","Waynesboro, Virginia",38.066794,38.064794,-78.902445,-78.904445,"Waynesboro","VA","United States",NA,NA
"1670","Williamsburg, Virginia",-76.746769,37.310451,"locality","rooftop","Williamsburg, Virginia",37.311451,37.309451,-76.745769,-76.747769,"Williamsburg","VA","United States",NA,NA
"1671","Winchester, Virginia",-78.16856,39.169668,"locality","rooftop","Winchester, Virginia",39.170668,39.168668,-78.16756,-78.16956,"Winchester","VA","United States",NA,NA
"1672","Lamoille, Vermont",-72.64145,44.60576,"null","approximate","Lamoille, Vermont",44.783416748,44.3995094299,-72.4166183472,-72.8984069824,NA,NA,"USA",NA,NA
"1673","Orleans, Vermont",-72.102019,44.823782,"locality","rooftop","Orleans, Vermont",44.824782,44.822782,-72.101019,-72.103019,"Orleans","VT","United States",NA,NA
"1674","Washington, Vermont",-72.426322,44.078238,"locality","rooftop","Washington, Vermont",44.079238,44.077238,-72.425322,-72.427322,"Washington","VT","United States",NA,NA
"1675","Adams, Washington",-122.38806,47.67028,"locality","approximate","Adams, Washington",47.6727856670534,47.6598379121003,-122.378082275,-122.401428223,"Adams, WA, US",NA,"USA",NA,NA
"1676","Benton, Washington",-119.5112,46.23978,"null","approximate","Benton, Washington",46.7159729004,45.8262557983,-118.939529419,-119.894584656,NA,NA,"USA",NA,NA
"1677","Chelan, Washington",-120.07775,47.876985,"locality","rooftop","Chelan, Washington",47.877985,47.875985,-120.07675,-120.07875,"Chelan","WA","United States",NA,NA
"1678","Clallam, Washington",-120.554076,46.996387,"street_address","rooftop","Clallam, Washington",46.997387,46.995387,-120.553076,-120.555076,"Ellensburg","WA","United States","501","N Cle Elum St"
"1679","Clark, Washington",-122.48259,45.77927,"null","approximate","Clark, Washington",45.9912376404,45.502494812,-122.175079346,-122.826438904,NA,NA,"USA",NA,NA
"1680","Columbia, Washington",-122.275402,47.563988,"locality","rooftop","Columbia, Washington",47.564988,47.562988,-122.274402,-122.276402,"Seattle","WA","United States",NA,NA
"1681","Cowlitz, Washington",-118.541495,46.64512,"street_address","rooftop","Cowlitz, Washington",46.64612,46.64412,-118.540495,-118.542495,"Kahlotus","WA","United States","100","Kahlotus Rd"
"1682","Douglas, Washington",-120.004785,47.621243,"locality","rooftop","Douglas, Washington",47.622243,47.620243,-120.003785,-120.005785,"Waterville","WA","United States",NA,NA
"1683","Ferry, Washington",-118.51649,48.47007,"null","approximate","Ferry, Washington",49.1365737915,47.8795547485,-118.103286743,-118.863357544,NA,NA,"USA",NA,NA
"1684","Franklin, Washington",-122.510385,47.62486,"street_address","rooftop","Franklin, Washington",47.62586,47.62386,-122.509385,-122.511385,"Bainbridge Island","WA","United States","101","Ferncliff Ave NE"
"1685","Grant, Washington",-119.45177,47.20566,"null","approximate","Grant, Washington",47.9636039734,46.6323471069,-118.89553833,-120.08039093,NA,NA,"USA",NA,NA
"1686","Grays Harbor, Washington",-123.94982,46.983284,"street_address","rooftop","Grays Harbor, Washington",46.984284,46.982284,-123.94882,-123.95082,"Hoquiam","WA","United States","2","Grays Harbor Blvd"
"1687","Island, Washington",-119.921172,46.676453,"street_address","rooftop","Island, Washington",46.677453,46.675453,-119.920172,-119.922172,"Mattawa","WA","United States","401","Island Vw"
"1688","Jefferson, Washington",-123.57431,47.77655,"null","approximate","Jefferson, Washington",48.2649116516,47.5216636658,-122.615661621,-124.538009644,NA,NA,"USA",NA,NA
"1689","King, Washington",-121.83583,47.49084,"null","approximate","King, Washington",47.8783721924,47.0904045105,-121.04598999,-122.578559875,NA,NA,"USA",NA,NA
"1690","Klickitat, Washington",-121.15257,45.81707,"locality","approximate","Klickitat, Washington",45.8206634521,45.8134803772,-121.131134033,-121.165916443,"Klickitat, WA, US",NA,"USA",NA,NA
"1691","Lewis, Washington",-122.39241,46.57773,"null","approximate","Lewis, Washington",46.8512687683,46.3507843018,-121.355987549,-123.368225098,NA,NA,"USA",NA,NA
